NAME_PY;NAME_CH;NAME_FT;X_COOR;Y_COOR;PRES_LOC;TYPE_PY;TYPE_CH;LEV_RANK;勘誤;BEG_YR;BEG_RULE;END_YR;END_RULE;NOTE_ID;OBJ_TYPE;SYS_ID;GEO_SRC;COMPILER;GEOCOMPLR;CHECKER;END_DATE;BEG_CHG_TY;END_CHG_TY
Jiexiu Xian;界休县;界休縣;111.912163;37.026474;今山西介休市区;Xian;县;6;正確;23;3;264;4;95152;POINT;95152;FROM_AC;;;;;更名;更名
Zhongdu Xian;中都县;中都縣;112.127835;37.191928;今山西平遥县桥头村一带;Xian;县;6;正確;-247;4;447;4;95168;POINT;95168;FROM_FD;;;;;新建;治所迁移
Jingling Xian;京陵县;京陵縣;112.231478;37.204185;今山西平遥县京陵村;Xian;县;6;正確;-204;4;13;3;95170;POINT;95170;FROM_FD;;;;;新建;更名
Zhicheng Xian;致城县;致城縣;112.231478;37.204185;今山西平遥县京陵村;Xian;县;6;正確;14;3;22;3;95171;POINT;95171;FROM_FD;;;;;更名;更名
Jingling Xian;京陵县;京陵縣;112.231478;37.204185;今山西平遥县京陵村;Xian;县;6;正確;23;3;447;4;95172;POINT;95172;FROM_FD;;;;;更名;撤销
Zhi Xian;彘县;彘縣;111.728081;36.563824;今山西霍州市;Xian;县;6;正確;-204;4;13;3;95215;POINT;95215;FROM_AC;;;;;新建;更名
Huangcheng Xian;黄城县;黃城縣;111.728081;36.563824;今山西霍州市;Xian;县;6;正確;14;3;22;3;95216;POINT;95216;FROM_AC;;;;;更名;更名
Zhi Xian;彘县;彘縣;111.728081;36.563824;今山西霍州市;Xian;县;6;正確;23;4;133;4;95217;POINT;95217;FROM_AC;;;;;更名;更名
Pishi Xian;皮氏县;皮氏縣;110.662392;35.576092;今山西河津县西阳村乡太阳堡村东;Xian;县;6;正確;-204;4;13;3;95228;POINT;95228;FROM_FD;;;;;新建;更名
Yanping Xian;延平县;延平縣;110.662392;35.576092;今山西河津县西阳村乡太阳堡村东;Xian;县;6;正確;14;3;22;3;95229;POINT;95229;FROM_FD;;;;;更名;更名
Pishi Xian;皮氏县;皮氏縣;110.662392;35.576092;今山西河津县西阳村乡太阳堡村;Xian;县;6;正確;23;3;445;4;95230;POINT;95230;FROM_FD;;;;;更名;更名
Changxiu Xian;长修县;長修縣;111.084602;35.65744;今新绛县西北三十里泉掌镇;Xian;县;6;正確;-108;4;24;4;95241;POINT;95241;FROM_FD;;;;;新建;撤销
Zuoyi Xian;左邑县;左邑縣;111.217209;35.357723;今山西闻喜县城关;Xian;县;6;正確;-204;4;13;3;95245;POINT;95245;FROM_AC;;;;;新建;更名
Taoting Xian;洮亭县;洮亭縣;111.217209;35.357723;今山西闻喜县城关;Xian;县;6;正確;14;3;22;3;95246;POINT;95246;FROM_AC;;;;;更名;更名
Zuoyi Xian;左邑县;左邑縣;111.217209;35.357723;今山西闻喜县城关;Xian;县;6;正確;23;4;105;4;95247;POINT;95247;FROM_AC;;;;;更名;撤销
Wenxi Xian;闻喜县;聞喜縣;111.192789;35.33722;今山西闻喜县西南;Xian;县;6;正確;-111;4;105;4;95248;POINT;95248;FROM_FD;;;;;新建;治所迁移
Yuan Xian;垣县;垣縣;111.812626;35.148973;今山西垣曲县城东南二十五公里下亳城村;Xian;县;6;正確;-204;;469;4;95255;POINT;95255;FROM_FD;;;;;新建;更名
Dayang Xian;大阳县;大陽縣;111.185144;34.816538;今山西省平陆县南茅津渡东;Xian;县;6;正確;-204;4;13;3;95278;POINT;95278;FROM_FD;;;;;新建;更名
Qintian Xian;勤田县;勤田縣;111.185144;34.816538;今山西省平陆县城南茅津渡东;Xian;县;6;正確;14;3;22;3;95279;POINT;95279;FROM_FD;;;;;更名;更名
Dayang Xian;大阳县;大陽縣;111.185144;34.816538;今山西省平陆县城南茅津渡东;Xian;县;6;正確;23;3;566;4;95280;POINT;95280;FROM_FD;;;;;更名;更名和治所迁移
Hebei Xian;河北县;河北縣;110.636908;34.685385;今山西芮城县城北魏城遗址;Xian;县;6;正確;-204;4;559;4;95285;POINT;95285;FROM_FD;;;;;新建;更名和治所迁移
Anyi Xian;安邑县;安邑縣;111.160118;35.180275;今山西夏县禹王乡;Xian;县;6;正確;-204;4;13;3;95289;POINT;95289;FROM_FD;;;;;新建;更名
Hedong Xian;河东县;河東縣;111.160118;35.180275;今山西夏县禹王乡;Xian;县;6;正確;14;3;22;3;95290;POINT;95290;FROM_FD;;;;;更名;更名
Anyi Xian;安邑县;安邑縣;111.160118;35.180275;今山西夏县禹王乡;Xian;县;6;正確;23;3;485;4;95291;POINT;95291;FROM_FD;;;;;更名;更名
Huguan Xian;壶关县;壺關縣;113.103485;36.183537;今山西长治市区;Xian;县;6;正確;-247;4;316;4;95318;POINT;95318;FROM_AC;;;;;新建;撤销
Changzi Xian;长子县;長子縣;112.863149;36.116395;今山西长子县城西南;Xian;县;6;正確;-247;4;397;4;95323;POINT;95323;FROM_FD;;;;;新建;治所迁移
Lu Xian;潞县;潞縣;113.354966;36.423817;今山西潞城市古城村;Xian;县;6;正確;-247;4;449;4;95335;POINT;95335;FROM_FD;;;;;新建;更名和治所迁移
Yuwu Xian;余吾县;餘吾縣;112.82692;36.378372;今山西屯留县余吾镇;Xian;县;6;正確;-204;4;30;4;95340;POINT;95340;FROM_AC;;;;;新建;撤销
Tunliu Xian;屯留县;屯留縣;112.898415;36.257992;今山西屯留县古城村;Xian;县;6;正確;-247;4;527;4;95341;POINT;95341;FROM_FD;;;;;新建;治所迁移
Xiangyuan Xian;襄垣县;襄垣縣;113.048134;36.538223;今山西襄垣县城北关;Xian;县;6;正確;-247;4;13;3;95347;POINT;95347;FROM_FD;;;;;新建;更名
Shangdangting Xian;上党亭县;上黨亭縣;113.048134;36.538223;今山西襄垣县城北关;Xian;县;6;正確;14;3;22;3;95348;POINT;95348;FROM_FD;;;;;更名;更名
Xiangyuan Xian;襄垣县;襄垣縣;113.048134;36.538223;今山西襄垣县城北关;Xian;县;6;正確;23;3;432;4;95349;POINT;95349;FROM_FD;;;;;更名;治所迁移
Loufan Xian;楼烦县;樓煩縣;112.226234;38.934845;今山西宁武县苗庄村东北约300米;Xian;县;6;正確;-201;4;212;4;95358;POINT;95358;FROM_FD;;;;;新建;撤销
Lie Xian;埒县;埒縣;111.792015;39.272099;今山西神池县长畛乡北沙城村;Xian;县;6;正確;-221;4;13;3;95363;POINT;95363;FROM_FD;;;;;新建;更名
Tianditing Xian;填狄亭县;填狄亭縣;111.792015;39.272099;今山西神池县长畛乡北沙城村;Xian;县;6;正確;14;3;22;3;95364;POINT;95364;FROM_FD;;;;;更名;更名
Lie Xian;埒县;埒縣;111.792015;39.272099;今山西神池县长畛乡北沙城村;Xian;县;6;正確;23;4;212;4;95365;POINT;95365;FROM_FD;;;;;更名;撤销
Zhan Xian;沾县;沾縣;113.57386;37.59565;今山西昔阳县掌城村;Xian;县;6;正確;-204;4;555;4;95369;POINT;95369;FROM_FD;;;;;新建;撤销
Shangai Xian;上艾县;上艾縣;113.622269;37.802036;今山西平定县新城村;Xian;县;6;正確;-241;4;447;4;95374;POINT;95374;FROM_AC;;;;;新建;撤销
Lianbei Xian;联北县;聯北縣;110.68763;36.188972;今山西吉县北10.5公里麦城村;Xian;县;6;正確;14;3;22;3;95400;POINT;95400;FROM_FD;;;;;更名;更名
Beiqu Xian;北屈县;北屈縣;110.68763;36.188972;今山西吉县北10.5公里麦城村;Xian;县;6;正確;23;3;428;4;95401;POINT;95401;FROM_FD;;;;;更名;撤销
xiangping Xian;香平县;香平縣;111.414726;36.05806;今山西临汾市西南金殿镇;Xian;县;6;正確;14;3;22;3;95414;POINT;95414;FROM_AC;;;;;更名;更名
Pingyang Xian;平阳县;平陽縣;111.414726;36.05806;今山西临汾市西南金殿镇;Xian;县;6;正確;23;3;444;4;95415;POINT;95415;FROM_AC;;;;;更名;撤销
Linfen Xian;临汾县;臨汾縣;111.302857;35.685856;今山西襄汾县西南晋城村;Xian;县;6;正確;-204;4;444;4;95427;POINT;95427;FROM_FD;;;;;新建;撤销
Ganchang Xian;干昌县;幹昌縣;111.577577;36.001038;今山西襄汾县北古城庄;Xian;县;6;正確;14;3;22;3;95442;POINT;95442;FROM_FD;;;;;更名;更名
Xiangling Xian;襄陵县;襄陵縣;111.577577;36.001038;今山西襄汾县北古城庄;Xian;县;6;正確;23;4;555;4;95443;POINT;95443;FROM_FD;;;;;更名;撤销
Fenyin Xian;汾阴县;汾陰縣;110.481992;35.346091;今山西万荣县荣河镇庙前村北汾阴故城;Xian;县;6;正確;-204;4;304;4;95470;POINT;95470;FROM_FD;;;;;新建;撤销
Yishi Xian;猗氏县;猗氏縣;110.779715;35.053845;今山西临猗县南二十里;Xian;县;6;正確;-204;4;554;4;95478;POINT;95478;FROM_FD;;;;;新建;更名
Jie Xian;解县;解縣;110.643422;35.069097;今山西临猗县城西村与城东村之间;Xian;县;6;正確;-204;4;486;4;95482;POINT;95482;FROM_FD;;;;;新建;更名
Puban Xian;蒲坂县;蒲阪縣;110.332306;34.835129;今山西永济市西南蒲州镇;Xian;县;6;正確;-286;4;13;3;95493;POINT;95493;FROM_AC;;;;;新建;更名
Pucheng Xian;蒲城县;蒲城縣;110.332306;34.835129;今山西永济县西南蒲州镇;Xian;县;6;正確;14;3;22;3;95494;POINT;95494;FROM_AC;;;;;更名;更名
Puban Xian;蒲坂县;蒲阪縣;110.332306;34.835129;今山西永济县西南蒲州镇;Xian;县;6;正確;23;3;595;4;95495;POINT;95495;FROM_AC;;;;;更名;治所迁移
Tongdi Xian;铜鞮县;銅鞮縣;112.833912;36.533705;今山西沁县南六十里古城村;Xian;县;6;正確;-247;4;395;4;95502;POINT;95502;FROM_FD;;;;;新建;治所迁移
Yuyuan Xian;穀远县;穀遠縣;112.329559;36.497116;今山西沁源县县城;Xian;县;6;正確;-204;4;13;3;95507;POINT;95507;FROM_AC;;;;;新建;更名
Yujin Xian;穀近县;穀近縣;112.329559;36.497116;今山西沁源县城;Xian;县;6;正確;14;3;22;3;95508;POINT;95508;FROM_AC;;;;;更名;更名
Yuyuan Xian;穀远县;穀遠縣;112.329559;36.497116;今山西沁源县县城;Xian;县;6;正確;23;3;264;4;95509;POINT;95509;FROM_AC;;;;;更名;撤销
Nie Xian;涅县;涅縣;112.663254;36.944366;今山西武乡县西北故城镇;Xian;县;6;正確;-204;4;527;4;95521;POINT;95521;FROM_AC;;;;;新建;更名和治所迁移
Wuzhou Xian;武州县;武州縣;112.021766;39.551894;今山西朔州市平鲁区下水头乡窑上村;Zhou;州;6;正確;23;3;212;4;95522;POINT;95522;FROM_FD;;;;;更名和治所迁移;撤销
Mayi Xian;马邑县;馬邑縣;112.421524;39.308067;今山西朔州市区;Xian;县;6;正確;-221;4;13;3;95533;POINT;95533;FROM_AC;;;;;新建;更名
Zhangzhao Xian;章昭县;章昭縣;112.421524;39.308067;今山西朔州市区;Xian;县;6;正確;14;3;22;3;95534;POINT;95534;FROM_AC;;;;;更名;更名
Mayi Xian;马邑县;馬邑縣;112.421524;39.308067;今山西朔州市区;Xian;县;6;正確;23;3;212;4;95535;POINT;95535;FROM_AC;;;;;更名;撤销
Yinguan Xian;阴馆县;陰館縣;112.727287;39.242294;今山西朔州市朔城区滋润乡夏关城村;Xian;县;6;正確;-141;4;13;3;95542;POINT;95542;FROM_FD;;;;;新建;更名
Fuzang Xian;富臧县;富臧縣;112.727287;39.242294;今山西朔州市朔城区滋润乡夏关城村;Xian;县;6;正確;14;3;22;3;95543;POINT;95543;FROM_FD;;;;;更名;更名
Yinguan Xian;阴馆县;陰館縣;112.727287;39.242294;今山西朔州市朔城区滋润乡夏关城村;Xian;县;6;正確;23;3;212;4;95544;POINT;95544;FROM_FD;;;;;更名;撤销
Zhongling Xian;中陵县;中陵縣;112.327334;39.934681;今山西朔州市右玉县威远镇西南约2.5千米;Xian;县;6;正確;-201;4;13;3;95548;POINT;95548;FROM_FD;;;;;新建;更名
Zhehai Xian;遮害县;遮害縣;112.327334;39.934681;今山西朔州市右玉县威远镇西南约2.5千米;Xian;县;6;正確;14;3;22;3;95549;POINT;95549;FROM_FD;;;;;更名;更名
Zhongling Xian;中陵县;中陵縣;112.327334;39.934681;今山西朔州市右玉县威远镇西南约2.5千米;Xian;县;6;正確;23;3;212;4;95550;POINT;95550;FROM_FD;;;;;更名;撤销
Shanwu Xian;善无县;善無縣;112.343582;40.16037;今山西朔州市右玉县右卫镇;Xian;县;6;正確;-201;4;13;3;95551;POINT;95551;FROM_AC;;;;;新建;更名
Yinguan Xian;阴馆县;陰館縣;112.343582;40.16037;今山西朔州市右玉县右玉城镇;Xian;县;6;正確;14;3;22;3;95552;POINT;95552;FROM_AC;;;;;更名;更名
Shanwu Xian;善无县;善無縣;112.343582;40.16037;今山西右玉县右卫镇;Xian;县;6;正確;23;3;212;4;95553;POINT;95553;FROM_AC;;;;;更名;撤销
Wuzhou Xian;武州县;武州縣;112.733193;40.028137;今山西左云县云兴镇古城村北;Zhou;州;6;正確;-201;4;13;3;95560;POINT;95560;FROM_FD;;;;;新建;更名
Huanzhou Xian;桓州县;桓州縣;112.733193;40.028137;今山西左云县云兴镇古城村北;Zhou;州;6;正確;14;3;22;3;95561;POINT;95561;FROM_FD;;;;;更名;更名和治所迁移
Qi Xian;祁县;祁縣;112.388512;37.313484;今山西祁县上古县村;Xian;县;6;正確;-247;4;-132;4;95582;POINT;95582;FROM_FD;;;;;新建;治所迁移
Shi Xian;示县;示縣;112.357109;37.344517;今山西祁县祁城村;Xian;县;6;正確;14;3;22;3;95583;POINT;95583;FROM_FD;;;;;更名;更名
Qi Xian;祁县;祁縣;112.357109;37.344517;今山西祁县祁城村;Xian;县;6;正確;-132;4;13;3;95584;POINT;95584;FROM_FD;;;;;治所迁移;更名
Qi Xian;祁县;祁縣;112.357109;37.344517;今山西祁县祁城村;Xian;县;6;正確;23;4;492;4;95585;POINT;95585;FROM_FD;;;;;更名;治所迁移
Yangyi Xian;阳邑县;陽邑縣;112.663475;37.43362;今山西太谷县阳邑村;Xian;县;6;正確;-247;4;13;3;95589;POINT;95589;FROM_FD;;;;;新建;更名
Fanrang Xian;繁穰县;繁穰縣;112.663475;37.43362;今山西太谷县阳邑村;Xian;县;6;正確;14;3;22;3;95590;POINT;95590;FROM_FD;;;;;更名;更名
Yangyi Xian;阳邑县;陽邑縣;112.663475;37.43362;今山西太谷县阳邑村;Xian;县;6;正確;23;3;447;4;95591;POINT;95591;FROM_FD;;;;;更名;撤销
Daning Xian;大宁县;大寧縣;112.110969;37.473747;今山西文水县东北大城南村;Xian;县;6;正確;14;3;22;3;95603;POINT;95603;FROM_FD;;;;;更名;更名
Daling Xian;大陵县;大陵縣;112.110969;37.473747;今山西文水县东北大城南村;Xian;县;6;正確;23;3;447;4;95604;POINT;95604;FROM_FD;;;;;更名;更名和治所迁移
Yu Xian;盂县;盂縣;112.712067;38.178188;今山西阳曲县大盂镇;Xian;县;6;正確;-247;;395;;95627;POINT;95627;FROM_AC;;;;;新建;撤销
Langmeng Xian;狼孟县;狼孟縣;112.66719;38.063313;今山西阳曲县黄寨镇;Xian;县;6;正確;-247;4;13;3;95639;POINT;95639;FROM_AC;;;;;新建;更名
Langdiao Xian;狼调县;狼調縣;112.66719;38.063313;今山西阳曲县黄寨镇;Xian;县;6;正確;14;3;22;3;95640;POINT;95640;FROM_AC;;;;;更名;更名
Langmeng Xian;狼孟县;狼孟縣;112.66719;38.063313;今山西阳曲黄寨镇;Xian;县;6;正確;23;3;264;4;95641;POINT;95641;FROM_AC;;;;;更名;撤销
Yuci Xian;榆次县;榆次縣;112.744682;37.678467;今山西晋中市榆次区旧城;Xian;县;6;正確;-247;4;13;3;95644;POINT;95644;FROM_AC;;;;;新建;更名
Taiyuanting Xian;太原亭县;太原亭縣;112.744682;37.678467;今山西榆次区旧城;Xian;县;6;正確;14;3;22;3;95645;POINT;95645;FROM_AC;;;;;更名;更名
Yuci Xian;榆次县;榆次縣;112.744682;37.678467;今山西榆次区老城;Xian;县;6;正確;23;4;447;4;95646;POINT;95646;FROM_AC;;;;;更名;撤销
Yangqu Xian;阳曲县;陽曲縣;112.946852;38.490814;今山西定襄县晋昌镇;Xian;县;6;正確;-204;4;214;4;95675;POINT;95675;FROM_FD;;;;;新建;治所迁移
Gaodu Xian;高都县;高都縣;112.839157;35.504318;今山西晋城市区;Xian;县;6;正確;-247;4;463;4;95699;POINT;95699;FROM_AC;;;;;新建;治所迁移
Xuanshi Xian;泫氏县;泫氏縣;112.919586;35.792057;今山西高平市区;Xian;县;6;正確;-247;4;549;4;95709;POINT;95709;FROM_AC;;;;;新建;撤销
Duanshi Xian;端氏县;端氏縣;112.366694;35.757341;今山西沁水县西城村;Xian;县;6;正確;-286;4;445;4;95716;POINT;95716;FROM_FD;;;;;新建;撤销
Huize Xian;濩泽县;濩澤縣;112.279363;35.52187;今山西阳城县泽城村;Xian;县;6;正確;-204;4;452;4;95724;POINT;95724;FROM_FD;;;;;新建;治所迁移
Yanga Xian;阳阿县;陽阿縣;112.305124;35.6065;今山西阳城县阳陵村;Xian;县;6;正確;-204;4;264;4;95729;POINT;95729;FROM_FD;;;;;新建;撤销
Nanpi Xian;南皮县;南皮縣;116.76734;38.1225;今河北南皮县东北;Xian;县;6;正確;-221;;13;;87074;POINT;87074;FROM_FD;;;;;;
Yingheting Xian;迎河亭县;迎河亭縣;116.76734;38.1225;今河北南皮县东北;Xian;县;6;正確;14;;22;;87075;POINT;87075;FROM_FD;;;;;;
Zhangwu Xian;章武县;章武縣;117.31271;38.28038;今河北黄骅县故县村北章武城遗址;Xian;县;6;正確;-202;;13;;87281;POINT;87281;FROM_FD;;;;;;
Huanzhang Xian;桓章县;桓章縣;117.31271;38.28038;今河北黄骅县故县村北章武城遗址;Xian;县;6;正確;14;;22;;87282;POINT;87282;FROM_FD;;;;;;
Zhongyi Xian;中邑县;中邑縣;116.91278;38.31049;今河北沧州市东;Xian;县;6;正確;-221;;13;;87288;POINT;87288;FROM_FD;;;;;;
Jianyin Xian;检阴县;檢陰縣;116.91278;38.31049;今河北沧州市东;Xian;县;6;正確;14;;22;;87289;POINT;87289;FROM_FD;;;;;;
Zhongyi Xian;中邑县;中邑縣;116.91278;38.31049;今河北沧州市东;Xian;县;6;正確;23;;29;;87290;POINT;87290;FROM_FD;;;;;;
Fuyang Xian;浮阳县;浮陽縣;117.0241;38.20913;今河北沧州市东关;Xian;县;6;正確;-221;;13;;87376;POINT;87376;FROM_FD;;;;;;
Fucheng Xian;浮城县;浮城縣;117.0241;38.20913;今河北沧州市东关;Xian;县;6;正確;14;;22;;87377;POINT;87377;FROM_FD;;;;;;
Fuyang Xian;浮阳县;浮陽縣;117.0241;38.20913;今河北沧州市东关;Xian;县;6;正確;23;;29;;87378;POINT;87378;FROM_FD;;;;;;
Yangxin Xian;阳信县;陽信縣;117.0241;38.20913;今河北沧州市东关;Xian;县;6;正確;-202;;29;;87383;POINT;87383;FROM_FD;;;;;;
Qiantong Xian;千童县;千童縣;117.13636;37.85783;今河北盐山县西南旧县镇;Xian;县;6;正確;-202;;29;;87388;POINT;87388;FROM_FD;;;;;;
Gaocheng Xian;高成县;高成縣;117.32016;38.03779;今河北盐山县盐山镇东南故城赵家村北;Xian;县;6;正確;-202;;29;;87390;POINT;87390;FROM_FD;;;;;;
Gaole Xian;高乐县;高樂縣;116.88126;37.89382;今河北南皮县南皮镇东南董村;Xian;县;6;正確;-202;;13;;87394;POINT;87394;FROM_FD;;;;;;
Weixiang Xian;为乡县;為鄉縣;116.88126;37.89382;今河北南皮县南皮镇东南董村;Xian;县;6;正確;14;;22;;87395;POINT;87395;FROM_FD;;;;;;
Gaole Xian;高乐县;高樂縣;116.88126;37.89382;今河北南皮县南皮镇东南董村;Xian;县;6;正確;23;;29;;87396;POINT;87396;FROM_FD;;;;;;
Canhu Houguo;参户侯国;參戶侯國;116.73668;38.47758;今河北青县清州镇西南木门店;Guo;国;6;正確;-126;;29;;87397;POINT;87397;FROM_FD;;;;;;
Chengping Xian;成平县;成平縣;116.80206;38.24448;今河北沧州市西南;Xian;县;6;正確;-202;;13;;87398;POINT;87398;FROM_FD;;;;;;
Zeting Xian;泽亭县;澤亭縣;116.80206;38.24448;今河北沧州市西南;Xian;县;6;正確;14;;22;;87399;POINT;87399;FROM_FD;;;;;;
Liu Houguo;柳侯国;柳侯國;117.59736;38.30488;今河北黄骅市海丰镇村南;Guo;国;6;正確;-125;;29;;87401;POINT;87401;FROM_FD;;;;;;
Linle Houguo;临乐侯国;臨樂侯國;116.83952;37.97525;今河北南皮县南皮镇东南;Guo;国;6;正確;-125;;13;;87402;POINT;87402;FROM_FD;;;;;;
Leting Xian;乐亭县;樂亭縣;116.83952;37.97525;今河北南皮县南皮镇东南;Xian;县;6;正確;14;;22;;87403;POINT;87403;FROM_FD;;;;;;
Linle Xian;临乐县;臨樂縣;116.83952;37.97525;今河北南皮县南皮镇东南;Xian;县;6;正確;22;;29;;87404;POINT;87404;FROM_FD;;;;;;
Zhangxiang Houguo;章乡侯国;章鄉侯國;116.93561;38.26528;今河北沧县东南;Guo;国;6;正確;5;;29;;87412;POINT;87412;FROM_FD;;;;;;
Juyang Xian;沮阳县;沮陽縣;115.72881;40.32557;今河北怀来县东南大古城村;Xian;县;6;正確;-221;;13;;87109;POINT;87109;FROM_FD;;;;;;
Juyin Xian;沮阴县;沮陰縣;115.72881;40.32557;今河北怀来县东南大古城村;Xian;县;6;正確;14;;22;;87110;POINT;87110;FROM_FD;;;;;;
Quanshang Xian;泉上县;泉上縣;115.43069;40.21649;今河北涿鹿县涿鹿镇东南矾山镇;Xian;县;6;正確;-202;;13;;87112;POINT;87112;FROM_FD;;;;;;
Saiquan Xian;塞泉县;塞泉縣;115.43069;40.21649;今河北涿鹿县涿鹿镇东南矾山镇;Xian;县;6;正確;14;;22;;87113;POINT;87113;FROM_FD;;;;;;
Quanshang Xian;泉上县;泉上縣;115.43069;40.21649;今河北涿鹿县涿鹿镇东南矾山镇;Xian;县;6;正確;23;;29;;87114;POINT;87114;FROM_FD;;;;;;
Pan Xian;潘县;潘縣;115.14471;40.27591;今河北涿鹿县涿鹿镇西南保岱一带;Xian;县;6;正確;-221;;13;;87115;POINT;87115;FROM_FD;;;;;;
Shuwu Xian;树武县;樹武縣;115.14471;40.27591;今河北涿鹿县涿鹿镇西南保岱一带;Xian;县;6;正確;14;;22;;87116;POINT;87116;FROM_FD;;;;;;
Pan Xian;潘县;潘縣;115.14471;40.27591;今河北涿鹿县涿鹿镇西南保岱一带;Xian;县;6;正確;23;;38;;87117;POINT;87117;FROM_FD;;;;;;
Goumao Xian;雊瞀县;雊瞀縣;114.99375;40.13002;今河北蔚县蔚州镇东北桃花镇北;Xian;县;6;正確;-202;;219;;87119;POINT;87119;FROM_FD;;;;;;
Ning Xian;宁县;寧縣;114.73473;40.8649;今河北万全县万全镇;Xian;县;6;正確;-202;;13;;87120;POINT;87120;FROM_FD;;;;;;
Bokang Xian;博康县;博康縣;114.73473;40.8649;今河北万全县万全镇;Xian;县;6;正確;14;;22;;87121;POINT;87121;FROM_FD;;;;;;
Ning Xian;宁县;寧縣;114.73473;40.8649;今河北万全县万全镇;Xian;县;6;正確;23;;219;;87122;POINT;87122;FROM_FD;;;;;;
Guangning Xian;广宁县;廣寧縣;114.88594;40.79126;今河北张家口市;Xian;县;6;正確;-202;;13;;87123;POINT;87123;FROM_FD;;;;;;
Guangkang Xian;广康县;廣康縣;114.88594;40.79126;今河北张家口市;Xian;县;6;正確;14;;22;;87124;POINT;87124;FROM_FD;;;;;;
Guangning Xian;广宁县;廣寧縣;114.88594;40.79126;今河北张家口市;Xian;县;6;正確;23;;264;;87125;POINT;87125;FROM_FD;;;;;;
Zhuolu Xian;涿鹿县;涿鹿縣;115.39692;40.21584;今河北涿鹿县涿鹿镇东南古城村;Xian;县;6;正確;-202;;13;;87126;POINT;87126;FROM_FD;;;;;;
Bulu Xian;布陆县;布陸縣;115.39692;40.21584;今河北涿鹿县涿鹿镇东南古城村;Xian;县;6;正確;14;;22;;87127;POINT;87127;FROM_FD;;;;;;
Qieju Xian;且居县;且居縣;115.4132;40.42976;今河北怀来县沙城镇西北新保安镇一带;Xian;县;6;正確;-221;;13;;87129;POINT;87129;FROM_FD;;;;;;
Jiuju Xian;久居县;久居縣;115.4132;40.42976;今河北怀来县沙城镇西北新保安镇一带;Xian;县;6;正確;14;;22;;87130;POINT;87130;FROM_FD;;;;;;
Qieju Xian;且居县;且居縣;115.4132;40.42976;今河北怀来县沙城镇西北新保安镇一带;Xian;县;6;正確;23;;29;;87131;POINT;87131;FROM_FD;;;;;;
Ru Xian;茹县;茹縣;115.27145;40.48953;今河北张家口市下花园区;Xian;县;6;正確;-221;;13;;87132;POINT;87132;FROM_FD;;;;;;
Guwu Xian;谷武县;谷武縣;115.27145;40.48953;今河北张家口市下花园区;Xian;县;6;正確;14;;22;;87133;POINT;87133;FROM_FD;;;;;;
Ru Xian;茹县;茹縣;115.27145;40.48953;今河北张家口市下花园区;Xian;县;6;正確;23;;29;;87134;POINT;87134;FROM_FD;;;;;;
Nüqi Xian;女祁县;女祁縣;115.81889;40.72244;今河北赤城县赤城镇南雕鹗堡;Xian;县;6;正確;-202;;13;;87135;POINT;87135;FROM_FD;;;;;;
Qi Xian;祁县;祁縣;115.81889;40.72244;今河北赤城县赤城镇南雕鹗堡;Xian;县;6;正確;14;;22;;87136;POINT;87136;FROM_FD;;;;;;
Nüqi Xian;女祁县;女祁縣;115.81889;40.72244;今河北赤城县赤城镇南雕鹗堡;Xian;县;6;正確;23;;29;;87137;POINT;87137;FROM_FD;;;;;;
Xialuo Xian;下落县;下落縣;115.18146;40.37951;今河北涿鹿县涿鹿镇西;Xian;县;6;正確;-202;;13;;87138;POINT;87138;FROM_FD;;;;;;
Xiazhong Xian;下忠县;下忠縣;115.18146;40.37951;今河北涿鹿县涿鹿镇西;Xian;县;6;正確;14;;22;;87139;POINT;87139;FROM_FD;;;;;;
Xialuo Xian;下落县;下落縣;115.18146;40.37951;今河北涿鹿县涿鹿镇西;Xian;县;6;正確;23;;219;;87140;POINT;87140;FROM_FD;;;;;;
Wenan Xian;文安县;文安縣;116.54331;38.96083;今河北文安县文安镇东北柳河镇;Xian;县;6;正確;-221;;626;;0;POINT;200012;FROM_FD;傅林祥;孙涛;;;新建;治所迁移
Linxiang Houguo;临乡侯国;臨鄉侯國;116.20337;39.37196;今河北固安县固安镇西南;Guo;国;6;正確;-44;;29;;87341;POINT;87341;FROM_FD;;;;;;
Yichang Houguo;益昌侯国;益昌侯國;116.46989;39.12147;今河北霸县霸州镇东北;Guo;国;6;正確;-41;;-1;;87342;POINT;87342;FROM_FD;;;;;;
Yichang Xian;益昌县;益昌縣;116.46989;39.12147;今河北霸县霸州镇东北;Xian;县;6;正確;1;;13;;87343;POINT;87343;FROM_FD;;;;;;
Youzhi Xian;有袟县;有袟縣;116.46989;39.12147;今河北霸县霸州镇东北;Xian;县;6;正確;14;;22;;87344;POINT;87344;FROM_FD;;;;;;
Yichang Xian;益昌县;益昌縣;116.46989;39.12147;今河北霸县霸州镇东北;Xian;县;6;正確;23;;29;;87345;POINT;87345;FROM_FD;;;;;;
Yangxiang Houguo;阳乡侯国;陽鄉侯國;116.21911;39.52053;今河北涿州市东北与固安县交界处之长安城;Guo;国;6;正確;-44;;-1;;87346;POINT;87346;FROM_FD;;;;;;
Yangxiang Xian;阳乡县;陽鄉縣;116.21911;39.52053;今河北涿州市东北与固安县交界处之长安城;Xian;县;6;正確;1;;13;;87347;POINT;87347;FROM_FD;;;;;;
