NAME_PY;NAME_CH;NAME_FT;X_COOR;Y_COOR;PRES_LOC;TYPE_PY;TYPE_CH;LEV_RANK;勘誤;BEG_YR;BEG_RULE;END_YR;END_RULE;NOTE_ID;OBJ_TYPE;SYS_ID;GEO_SRC;COMPILER;GEOCOMPLR;CHECKER;END_DATE;BEG_CHG_TY;END_CHG_TY
Jianwei Jun;犍为郡;犍為郡;104.607559;28.756001;今四川省宜宾市西南安边场;Jun;郡;3;正確;-86;4;13;4;0;POINT;211032;FROM_FD;;;;;治所迁移;更名和治所迁移
Xishun Jun;西顺郡;西順郡;103.908941;30.23195;今四川省彭山县东北双河;Jun;郡;3;正確;14;4;22;4;0;POINT;211033;FROM_FD;;;;;更名和治所迁移;更名
Jianwei Jun;犍为郡;犍為郡;103.908941;30.23195;今四川省彭山县东北双河;Jun;郡;3;正確;23;4;479;4;0;POINT;211034;FROM_FD;;;;;更名;治所迁移
Shu Jun;蜀郡;蜀郡;104.075475;30.665916;今四川省成都市;Jun;郡;3;正確;-316;4;24;4;0;POINT;211046;FROM_FD;;;;;新建;更名
Chengduyin;成都尹;成都尹;104.075475;30.665916;今四川省成都市;Yin;尹;3;正確;25;4;35;4;115109;POINT;212253;FROM_FD;;;;;更名;更名
Yi Zhou;益州;益州;104.286183;30.994009;今四川省广汉县北外乡;Zhou;州;3;正確;25;4;185;4;0;POINT;211050;FROM_FD;;;;;新建;治所迁移
Wenshan Jun;汶山郡;汶山郡;103.705663;31.841329;今四川茂县北沙坝东岷江东岸;Jun;郡;3;正確;-111;4;-68;4;0;POINT;211063;FROM_FD;;;;;新建;撤销
Guanghan Jun;广汉郡;廣漢郡;104.388311;31.139072;今四川省德阳市龙凤场;Jun;郡;3;正確;-201;4;-117;4;0;POINT;211103;FROM_FD;;;;;新建;治所迁移
Guanghan Jun;广汉郡;廣漢郡;105.157549;31.637311;今四川省梓潼县治;Jun;郡;3;正確;-116;4;24;4;0;POINT;211104;FROM_FD;;;;;治所迁移;更名
Zitong Jun;子同郡;子同郡;105.157549;31.637311;今四川省梓潼县治;Jun;郡;3;正確;25;4;35;4;116215;POINT;212257;FROM_FD;;;;;更名;更名
Shenli Jun;沈黎郡;沈黎郡;102.621224;29.581299;今四川省汉源县清溪镇;Jun;郡;3;正確;-111;4;-98;4;0;POINT;211141;FROM_FD;;;;;新建;撤销
Ba Jun;巴郡;巴郡;106.552602;29.57704;今四川省重庆市江北区;Jun;郡;3;正確;-314;4;193;4;0;POINT;211254;FROM_FD;;;;;新建;治所迁移
Yuexi Jun;越嶲郡;越嶲郡;102.274157;27.871453;今四川省西昌市东南五里;Jun;郡;3;正確;-111;4;280;4;0;POINT;211352;FROM_FD;;;;;新建;治所迁移
Yuyang Jun;渔阳郡;漁陽郡;116.84046;40.37148;今北京市怀柔县梨园庄东南;Jun;郡;3;正確;-201;;13;;0;POINT;211379;FROM_FD;;;;;新建;更名
Tonglu Jun;通路郡;通路郡;116.84046;40.37148;今北京市怀柔县梨园庄东南;Jun;郡;3;正確;14;4;22;4;0;POINT;211382;FROM_FD;;;;;更名;更名
Yuyang Jun;渔阳郡;漁陽郡;116.84046;40.37148;今北京市怀柔县梨园庄东南;Jun;郡;3;正確;23;4;240;4;0;POINT;211383;FROM_FD;;;;;更名;撤销
Jingzhao Yin;京兆尹;京兆尹;108.93719;34.31799;今陕西西安市北;Yin;尹;3;正確;-379;;556;;115474;POINT;212275;FROM_FD;;;;;新建;更名
Beidi Jun;北地郡;北地郡;107.53768;35.70859;今甘肃省庆阳县西南;Jun;郡;3;正確;-271;4;-202;4;0;POINT;211611;FROM_FD;;;;;新建;治所迁移
Beidi Jun;北地郡;北地郡;107.644392;36.218047;今甘肃省环县东南马岭镇;Jun;郡;3;正確;-203;4;34;4;0;POINT;211612;FROM_FD;;;;;治所迁移;治所迁移
Hanzhong Jun;汉中郡;漢中郡;107.036067;33.072893;今陕西省汉中市治东;Jun;郡;3;正確;-312;4;-201;4;0;POINT;211670;FROM_FD;王大学;孙涛;;;新建;治所迁移
Hanzhong Jun;汉中郡;漢中郡;109.011247;32.70532;今陕西省安康县江北中渡台;Jun;郡;3;正確;-202;4;13;4;0;POINT;211671;FROM_FD;;;;;治所迁移;更名
Hanzhong Jun;汉中郡;漢中郡;107.036067;33.072893;今陕西省汉中市治东;Jun;郡;3;正確;26;4;190;4;0;POINT;211672;FROM_FD;王大学;孙涛;;;治所迁移;更名
Shang Jun;上郡;上郡;109.847059;37.99059;今陕西榆林市鱼河镇鱼儿河寨;Jun;郡;3;正確;-221;4;216;4;0;POINT;211742;FROM_FD;;;;;新建;撤销
Longxi Jun;陇西郡;隴西郡;103.858892;35.376549;今甘肃省临洮县县治;Jun;郡;3;正確;-272;4;223;4;0;POINT;211747;FROM_FD;;;;;新建;治所迁移
Jincheng Jun;金城郡;金城郡;103.295128;36.086587;今甘肃省永靖县盐锅峡镇;Jun;郡;3;正確;-81;4;13;4;0;POINT;211749;FROM_FD;;;;;新建;更名
Xihai Jun;西海郡;西海郡;103.295128;36.086587;今甘肃省永靖县盐锅峡镇;Jun;郡;3;正確;14;4;22;4;0;POINT;211750;FROM_FD;;;;;更名;更名
Jincheng Jun;金城郡;金城郡;103.295128;36.086587;今甘肃省永靖县盐锅峡镇;Jun;郡;3;正確;23;4;58;4;0;POINT;211751;FROM_FD;;;;;更名;撤销
Anding Jun;安定郡;安定郡;106.280163;36.006878;今宁夏区固原县;Jun;郡;3;正確;-114;4;27;4;0;POINT;211761;FROM_FD;;;;;新建;治所迁移
Anding Jun;安定郡;安定郡;107.352299;35.349987;今甘肃省泾川县北泾河北岸;Jun;郡;3;正確;28;4;268;4;0;POINT;211762;FROM_FD;;;;;治所迁移;治所迁移
Wuwei Jun;武威郡;武威郡;102.632404;37.92674;今甘肃省武威市市治;Jun;郡;3;正確;-121;4;582;4;0;POINT;211764;FROM_FD;;;;;新建;撤销
Tianshui Jun;天水郡;天水郡;105.18279;35.216574;今甘肃通渭县西;Jun;郡;3;正確;-114;4;63;4;0;POINT;211774;FROM_FD;;;;;新建;更名和治所迁移
Wudu Jun;武都郡;武都郡;105.093816;33.96348;今甘肃省礼县南;Jun;郡;3;正確;-111;4;41;4;0;POINT;211790;FROM_FD;;;;;新建;治所迁移
Zhangye Jun;张掖郡;張掖郡;100.330691;38.992131;今甘肃省张掖市西北12.5公里黑水国故城;Jun;郡;3;正確;-111;4;438;4;0;POINT;211824;FROM_FD;;;;;新建;更名
Jiuquan Jun;酒泉郡;酒泉郡;98.510691;39.743699;今甘肃省酒泉县;Jun;郡;3;正確;-121;4;429;4;0;POINT;211885;FROM_FD;;;;;新建;撤销
Dunhuang Jun;敦煌郡;敦煌郡;94.524344;40.052387;今甘肃省敦煌县西南;Jun;郡;3;正確;-111;4;582;4;0;POINT;211893;FROM_FD;;;;;新建;撤销
Zangke Jun;牂柯郡;牂柯郡;107.75547;26.80155;今贵州省福泉县东黄平县西的重安江畔;Jun;郡;3;正確;-111;;13;;99398;POINT;99398;FROM_FD;;;;;新建;更名
Tongting Jun;同亭郡;同亭郡;107.75547;26.80155;今贵州省福泉县东黄平县西的重安江畔;Jun;郡;3;正確;14;;23;;99399;POINT;99399;FROM_FD;;;;;更名;更名
Zangke Jun;牂柯郡;牂柯郡;107.75547;26.80155;今贵州省福泉县东黄平县西的重安江畔;Jun;郡;3;正確;23;4;264;4;99400;POINT;99400;FROM_FD;;;;;更名;治所迁移
Jianwei Nanbuduwei;犍为南部都尉;犍為南部都尉;104.84348;26.66057;今贵州省赫章县南大河镇;Nanbuduwei;南部都尉;3;正確;-126;4;106;4;0;POINT;211923;FROM_FD;;;;;;
Jiuxin Jun;就新郡;就新郡;102.74321;24.70312;今云南省晋宁县治东北晋城镇;Jun;郡;3;正確;14;;22;;80209;POINT;80209;FROM_FD;;;;;更名;更名
Yizhou Jun;益州郡;益州郡;102.74321;24.70312;今云南省晋宁县治东北晋城镇;Jun;郡;3;正確;23;;224;;80724;POINT;80724;FROM_FD;;;;;更名;撤销
Yizhou Jun;益州郡;益州郡;102.74321;24.70312;今云南省晋宁县治东北晋城镇;Jun;郡;3;正確;-109;;13;;80726;POINT;80726;FROM_FD;;;;;新建;更名
Nan Jun;南郡;南郡;112.190773;30.350445;今湖北省江陵县;Jun;郡;3;正確;-202;4;-156;4;34512;POINT;34512;FROM_AC;钱林书;满志敏;;2008/12/15;更名;更名
Linjiang Guo;临江国;臨江國;112.190773;30.350445;今湖北省江陵县;Houguo;侯国;3;正確;-155;4;-154;4;34513;POINT;34513;FROM_AC;钱林书;满志敏;;2008/12/15;更名;更名
Nan Jun;南郡;南郡;112.190773;30.350445;今湖北省江陵县;Jun;郡;3;正確;-153;4;-151;4;34514;POINT;34514;FROM_AC;钱林书;满志敏;;2008/12/15;更名;更名
Linjiang Guo;临江国;臨江國;112.190773;30.350445;今湖北省江陵县;Houguo;侯国;3;正確;-150;4;-149;4;34515;POINT;34515;FROM_AC;钱林书;满志敏;;2008/12/15;更名;更名
Nan Jun;南郡;南郡;112.190773;30.350445;今湖北省江陵县;Jun;郡;3;正確;-148;4;13;3;34516;POINT;34516;FROM_AC;钱林书;满志敏;;2008/12/15;更名;更名
Nanshun Jun;南顺郡;南順郡;112.190773;30.350445;今湖北省江陵县;Jun;郡;3;正確;14;3;22;3;34517;POINT;34517;FROM_AC;钱林书;满志敏;;2008/12/15;更名;更名
Nan Jun;南郡;南郡;112.190773;30.350445;今湖北省江陵县;Jun;郡;3;正確;23;3;78;4;34518;POINT;34518;FROM_AC;钱林书;满志敏;;2008/12/15;更名;更名
Hengshan Jun;衡山郡;衡山郡;114.843574;30.486682;今湖北省黄州市西北十里;Jun;郡;3;正確;-221;4;-165;4;34520;POINT;34520;FROM_AC;钱林书;满志敏;;2008/12/15;新建;更名
Hengshan Guo;衡山国;衡山國;114.843574;30.486682;今湖北省黄州市西北十里;Houguo;侯国;3;正確;-164;4;-123;4;34522;POINT;34522;FROM_AC;钱林书;满志敏;;2008/12/15;更名;更名
Hengshan Jun;衡山郡;衡山郡;114.843574;30.486682;今湖北省黄州市西北十里;Jun;郡;3;正確;-122;4;-122;4;34523;POINT;34523;FROM_AC;钱林书;满志敏;;2008/12/15;更名;撤销
Xiancheng Jun;新成郡;新成郡;109.011247;32.70532;今陕西省安康县江北中渡台;Jun;郡;3;正確;14;4;22;4;0;POINT;212091;FROM_FD;王大学;孙涛;;;更名;更名
Hanzhong Jun;汉中郡;漢中郡;109.011247;32.70532;今陕西省安康县江北中渡台;Jun;郡;3;正確;23;4;25;4;0;POINT;212093;FROM_FD;王大学;孙涛;;;更名;治所迁移
Dongyue Wangguo;东越王国;東越王國;119.321577;26.073954;福建省福州市老城区;Wangguo;王国;3;正確;-135;4;-111;4;90173;POINT;32063;FROM_FD;张修桂;满志敏;;;新建;撤销
Minyue Wangguo;闽越王国;閩越國;119.321577;26.073954;福建省福州市老城区;Wangguo;王国;3;正確;-202;4;-111;4;90507;POINT;32151;FROM_FD;张修桂;满志敏;;;更名;撤销
Donghai Wangguo;东海王国;東海王國;120.653221;28.018291;今浙江温州市;Wangguo;王国;3;正確;-192;4;-139;4;90468;POINT;32282;FROM_AC;钱林书;满志敏;;;新建;撤销
Zhang Jun;鄣郡;鄣郡;119.605081;30.902421;今浙江长兴县西南泗安水库内;Jun;郡;3;正確;-210;4;-122;4;90170;POINT;32361;FROM_FD;邹逸麟;满志敏;;;新建;更名和迁移治所
Guiji Jun;会稽郡;會稽郡;120.618622;31.31271;今江苏苏州市区;Jun;郡;3;正確;-222;2;128;4;90219;POINT;32052;FROM_AC;傅林祥;满志敏;;;新建;迁移治所
Yuzhang Jun;豫章郡;豫章郡;115.89772;28.674896;江西南昌市;Jun;郡;3;正確;-201;4;13;2;32581;POINT;32581;FROM_AC;赵永复;满志敏;;2004/06/10;新建;更名
Jiujiang Jun;九江郡;九江郡;115.89772;28.674896;江西南昌市;Jun;郡;3;正確;14;2;22;2;97189;POINT;32582;FROM_AC;赵永复;满志敏;;2004/06/10;更名;更名
Yuzhang Jun;豫章郡;豫章郡;115.89772;28.674896;江西南昌市;Jun;郡;3;正確;23;2;588;4;32583;POINT;32583;FROM_AC;赵永复;满志敏;;2004/06/10;更名;更名
Changsha Guo;长沙国;長沙國;112.978134;28.198198;湖南长沙市城区;Hougou;侯国;3;正確;-202;4;-158;4;32811;POINT;32811;FROM_AC;傅林祥;满志敏;;2005/01/25;更名;更名
Changsha Jun;长沙郡;長沙郡;112.978134;28.198198;湖南长沙市城区;Jun;郡;3;正確;-157;4;-156;4;32812;POINT;32812;FROM_AC;傅林祥;满志敏;;2005/01/25;更名;更名
Changsha Guo;长沙国;長沙國;112.978134;28.198198;湖南长沙市城区;Hougou;侯国;3;正確;-155;4;-49;4;32813;POINT;32813;FROM_AC;傅林祥;满志敏;;2005/01/25;更名;更名
Changsha Jun;长沙郡;長沙郡;112.978134;28.198198;湖南长沙市城区;Jun;郡;3;正確;-48;4;-47;4;32814;POINT;32814;FROM_AC;傅林祥;满志敏;;2005/01/25;更名;更名
Changsha Guo;长沙国;長沙國;112.978134;28.198198;湖南长沙市城区;Hougou;侯国;3;正確;-46;4;9;4;32815;POINT;32815;FROM_AC;傅林祥;满志敏;;2005/01/25;更名;更名
Changsha Jun;长沙郡;長沙郡;112.978134;28.198198;湖南长沙市城区;Jun;郡;3;正確;10;4;13;2;32816;POINT;32816;FROM_AC;傅林祥;满志敏;;2005/01/25;更名;更名
Tianman Jun;填蛮郡;填蠻郡;112.978134;28.198198;湖南长沙市城区;Jun;郡;3;正確;14;2;22;2;32817;POINT;32817;FROM_AC;傅林祥;满志敏;;2005/01/25;更名;更名
Changsha Guo;长沙国;長沙國;112.978134;28.198198;湖南长沙市城区;Hougou;侯国;3;正確;23;2;36;4;32818;POINT;32818;FROM_AC;傅林祥;满志敏;;2005/01/25;更名;更名
Guiyang Jun;桂阳郡;桂陽郡;113.025139;25.802719;湖南郴州市区;Jun;郡;3;正確;-202;4;13;2;32832;POINT;32832;FROM_AC;傅林祥;满志敏;;2005/01/25;新建;更名
Nanping Jun;南平郡;南平郡;113.025139;25.802719;湖南郴州市区;Jun;郡;3;正確;14;2;22;2;32833;POINT;32833;FROM_AC;傅林祥;满志敏;;2005/01/25;更名;更名
Guiyang Jun;桂阳郡;桂陽郡;113.025139;25.802719;湖南郴州市区;Jun;郡;3;正確;23;2;27;4;32834;POINT;32834;FROM_AC;傅林祥;满志敏;;2005/01/25;更名;治所迁移
Guiyang Jun;桂阳郡;桂陽郡;112.846886;26.41507;湖南耒阳市城区;Jun;郡;3;正確;28;4;57;3;32835;POINT;32835;FROM_AC;傅林祥;满志敏;;2005/01/25;治所迁移;治所迁移
Wuling Jun;武陵郡;武陵郡;110.59225;27.897724;湖南溆浦县南;Jun;郡;3;正確;-202;4;13;2;32872;POINT;32872;FROM_FD;傅林祥;满志敏;;2005/01/25;新建;更名
Jianping Jun;建平郡;建平郡;110.59225;27.897724;湖南溆浦县南;Jun;郡;3;正確;14;2;22;2;32873;POINT;32873;FROM_FD;傅林祥;满志敏;;2005/01/25;更名;更名
Wuling Jun;武陵郡;武陵郡;110.59225;27.897724;湖南溆浦县南;Jun;郡;3;正確;23;2;46;3;32874;POINT;32874;FROM_FD;傅林祥;满志敏;;2005/01/25;更名;治所迁移
Lingling Jun;零陵郡;零陵郡;110.787534;25.767809;广西全州县西南;Jun;郡;3;正確;-110;4;13;2;32884;POINT;32884;FROM_FD;傅林祥;满志敏;;2005/01/25;新建;更名
Jiuyi Jun;九疑郡;九疑郡;110.787534;25.767809;广西全州县西南;Jun;郡;3;正確;14;2;22;2;32885;POINT;32885;FROM_FD;傅林祥;满志敏;;2005/01/25;更名;更名和治所迁移
Lingling Jun;零陵郡;零陵郡;111.612564;26.210339;湖南永州市芝山区;Jun;郡;3;正確;23;2;588;4;32886;POINT;32886;FROM_AC;傅林祥;满志敏;;2005/01/25;更名和治所迁移;更名
Nanhai Jun;南海郡;南海郡;113.256066;23.134624;广东省广州市;Jun;郡;3;正確;-214;4;589;4;34191;POINT;34191;FROM_AC;张修桂;满志敏;;2005/02/04;新建;更名
Cangwu Jun;苍梧郡;蒼梧郡;111.308571;23.486898;广西梧州市;Jun;郡;3;正確;-110;4;13;4;34205;POINT;34205;FROM_AC;张修桂;满志敏;;2005/02/04;新建;更名
Xinguang Jun;新广郡;新廣郡;111.308571;23.486898;广西梧州市;Jun;郡;3;正確;14;4;22;4;34206;POINT;34206;FROM_AC;张修桂;满志敏;;2005/02/04;更名;更名
Cangwu Jun;苍梧郡;蒼梧郡;111.308571;23.486898;广西梧州市;Jun;郡;3;正確;23;4;589;4;34207;POINT;34207;FROM_AC;张修桂;满志敏;;2005/02/04;更名;撤销
Hepu Jun;合浦郡;合浦郡;109.47007;21.913258;广西浦北县南旧州村;Jun;郡;3;正確;-110;4;13;4;34233;POINT;34233;FROM_FD;张修桂;满志敏;;2005/02/04;新建;更名
Huanhe Jun;桓合郡;桓合郡;109.47007;21.913258;广西浦北县南旧州村;Jun;郡;3;正確;14;4;22;4;34234;POINT;34234;FROM_FD;张修桂;满志敏;;2005/02/04;更名;更名
Hepu Jun;合浦郡;合浦郡;109.47007;21.913258;广西浦北县南旧州村;Jun;郡;3;正確;23;4;227;4;34235;POINT;34235;FROM_FD;张修桂;满志敏;;2005/02/04;更名;更名和治所迁移
Dan'er Jun;儋耳郡;儋耳郡;109.206987;19.814141;海南省儋县西北湳滩村;Jun;郡;3;正確;-110;4;-83;4;34272;POINT;34272;FROM_FD;张修桂;满志敏;;2005/02/04;新建;撤销
Zhuya Jun;珠崖郡;珠崖郡;110.498375;19.938274;海南省琼山县东南谭康村;Jun;郡;3;正確;-110;4;-46;4;34273;POINT;34273;FROM_AC;张修桂;满志敏;;2005/02/04;新建;撤销
Donghai Jun;东海郡;東海郡;118.30271;34.641307;山东郯城县西北;Jun;郡;3;正確;-212;4;13;3;33396;POINT;33396;FROM_FD;王文楚;满志敏;;2005/01/20;新建;更名
Yiping Jun;沂平郡;沂平郡;118.30271;34.641307;山东郯城县西北;Jun;郡;3;正確;14;3;22;3;98254;POINT;33397;FROM_FD;王文楚;满志敏;;2005/01/20;更名;更名
Donghai Jun;东海郡;東海郡;118.30271;34.641307;山东郯城县西北;Jun;郡;3;正確;23;3;38;4;98255;POINT;33398;FROM_FD;王文楚;满志敏;;2005/01/20;更名;更名
Dongyang Jun;东阳郡;東陽郡;119.437187;32.39127;江苏扬州市区内西北蜀冈;Jun;郡;3;正確;-201;4;-122;4;98326;POINT;33407;FROM_AC;王文楚;满志敏;;2005/01/20;新建;更名
Guangling Jun;广陵郡;廣陵郡;119.437187;32.39127;江苏扬州市区内西北蜀冈;Jun;郡;3;正確;-121;4;-118;4;98327;POINT;33408;FROM_AC;王文楚;满志敏;;2005/01/20;更名;更名
Guangling Guo;广陵国;廣陵國;119.437187;32.39127;江苏扬州市区内西北蜀冈;Houguo;侯国;3;正確;-117;4;-55;4;98272;POINT;33409;FROM_AC;王文楚;满志敏;;2005/01/20;更名;更名
Guangling Jun;广陵郡;廣陵郡;119.437187;32.39127;江苏扬州市区内西北蜀冈;Jun;郡;3;正確;-54;4;-48;4;98273;POINT;33410;FROM_AC;王文楚;满志敏;;2005/01/20;更名;更名
Guangling Guo;广陵国;廣陵國;119.437187;32.39127;江苏扬州市区内西北蜀冈;Houguo;侯国;3;正確;-47;4;13;3;98270;POINT;33411;FROM_AC;王文楚;满志敏;;2005/01/20;更名;更名
Jiangping Jun;江平郡;江平郡;119.437187;32.39127;江苏扬州市区内西北蜀冈;Jun;郡;3;正確;14;3;22;3;98271;POINT;33412;FROM_AC;王文楚;满志敏;;2005/01/20;更名;更名
Guangling Jun;广陵郡;廣陵郡;119.437187;32.39127;江苏扬州市区内西北蜀冈;Jun;郡;3;正確;23;3;57;4;33413;POINT;33413;FROM_AC;王文楚;满志敏;;2005/01/20;更名;更名
Pengcheng Jun;彭城郡;彭城郡;117.187683;34.269634;江苏铜山县;Jun;郡;3;正確;-206;4;-155;4;98281;POINT;33420;FROM_AC;王文楚;满志敏;;2005/01/20;更名和治所迁移;治所迁移
Chu Guo;楚国;楚國;117.187683;34.269634;江苏铜山县;Houguo;侯国;3;正確;-154;4;-70;4;98236;POINT;33421;FROM_AC;王文楚;满志敏;;2005/01/20;新建;更名
Pengcheng Jun;彭城郡;彭城郡;117.187683;34.269634;江苏铜山县;Jun;郡;3;正確;-69;4;-50;4;98237;POINT;33422;FROM_AC;邹逸麟;满志敏;;2005/01/20;更名;更名
Chu Guo;楚国;楚國;117.187683;34.269634;江苏铜山县;Houguo;侯国;3;正確;-49;4;69;4;33423;POINT;33423;FROM_AC;王文楚;满志敏;;2005/01/20;更名;更名
Linhuai Jun;临淮郡;臨淮郡;118.243224;33.297223;安徽泗洪县双沟镇东北;Jun;郡;3;正確;-117;4;13;3;33428;POINT;33428;FROM_FD;王文楚;满志敏;;2005/01/20;新建;更名
Huaiping Jun;淮平郡;淮平郡;118.243224;33.297223;安徽泗洪县双沟镇东北;Jun;郡;3;正確;14;3;22;3;98333;POINT;33429;FROM_FD;王文楚;满志敏;;2005/01/20;更名;更名
Linhuai Jun;临淮郡;臨淮郡;118.243224;33.297223;安徽泗洪县双沟镇东北;Jun;郡;3;正確;23;3;78;4;33430;POINT;33430;FROM_FD;王文楚;满志敏;;2005/01/20;更名;撤销
Sishui Guo;泗水国;泗水國;118.654888;33.721414;江苏泗阳县西北陵县遗址;Houguo;侯国;3;正確;-114;4;13;3;98277;POINT;33432;FROM_FD;王文楚;满志敏;;2005/01/20;新建;更名
Shuishun Jun;水顺郡;水順郡;118.654888;33.721414;江苏泗阳县西北陵县遗址;Jun;郡;3;正確;14;3;22;3;98275;POINT;33433;FROM_FD;王文楚;满志敏;;2005/01/20;更名;更名
Sishui Guo;泗水国;泗水國;118.654888;33.721414;江苏泗阳县西北陵县遗址;Houguo;侯国;3;正確;23;3;36;4;98276;POINT;33434;FROM_FD;王文楚;满志敏;;2005/01/20;更名;撤销
Danyang Jun;丹阳郡;丹陽郡;118.7425;30.946941;安徽宣州市治;Jun;郡;3;正確;-121;4;280;4;90591;POINT;32362;FROM_AC;王文楚;满志敏;;2005/04/10;新建;治所迁移
Guilin Jun;桂林郡;桂林郡;109.926575;23.215336;今广西桂平县西南白沙镇;Jun;郡;3;正確;-206;4;-111;4;93251;POINT;35001;FROM_AC;张修桂;孙涛;;2009/12/15;辖区缩小;撤销
Xiang Jun;象郡;象郡;107.355057;22.420197;今广西崇左县;Jun;郡;3;正確;-214;4;-111;4;93252;POINT;35002;FROM_AC;张修桂;孙涛;;2009/12/15;新建;辖区缩小
Xiang Jun;象郡;象郡;107.355057;22.420197;今广西崇左县;Jun;郡;3;正確;-110;4;-77;4;93253;POINT;35003;FROM_AC;张修桂;孙涛;;2009/12/15;辖区缩小;撤销
Yulin Jun;郁林郡;郁林郡;109.926575;23.215336;今广西桂平县西南白沙镇;Jun;郡;3;正確;23;4;217;4;93257;POINT;35007;FROM_AC;张修桂;孙涛;;2009/12/15;更名;辖区缩小
Yuping Jun;郁平郡;郁平郡;109.926575;23.215336;今广西桂平县西南白沙镇;Jun;郡;3;正確;14;4;22;4;93256;POINT;35006;FROM_AC;张修桂;孙涛;;2009/12/15;更名;更名
Yulin Jun;郁林郡;郁林郡;109.926575;23.215336;今广西桂平县西南白沙镇;Jun;郡;3;正確;-76;4;13;4;93255;POINT;35005;FROM_AC;张修桂;孙涛;;2009/12/15;辖区扩大;更名
Yulin Jun;郁林郡;郁林郡;109.926575;23.215336;今广西桂平县西南白沙镇;Jun;郡;3;正確;-110;4;-77;4;93254;POINT;35004;FROM_AC;张修桂;孙涛;;2009/12/15;新建;辖区扩大
Guilin Jun;桂林郡;桂林郡;109.926575;23.215336;今广西桂平县西南白沙镇;Jun;郡;3;正確;-206;4;-111;4;93251;POINT;35001;FROM_AC;张修桂;孙涛;;2009/12/15;辖区缩小;撤销
Hepu Jun;合浦郡;合浦郡;109.47007;21.913258;今广西浦北县南旧州村;Jun;郡;3;正確;23;4;217;4;93292;POINT;35042;FROM_FD;张修桂;孙涛;;2009/12/15;更名;辖区扩大
